,Target,Tweet,Stance,Sentiment
31,Bernie Sanders,#Bernie better start paying attention. There's a sophisticated pro-Israel campaign being carried out on US - &amp; @NPR is in big middle of it. Doesn't anyone wonder why Israel is around every corner in US media? It's the made-for-America version of anti-#Corbyn UK. #BDS,FAVOR,other
32,Bernie Sanders,WE SHOULD BE ALLOWED TO VOTE FROM HOME OR VOTE ON THE WEEKENDS. IT IS BULLSHIT #BernieSanders #Bernie,FAVOR,neg
33,Bernie Sanders,"Buying this shirt. #CuomoForPresident is not the answer people, hes cutting Medicaid in a pandemic but refuses to make billionaires in his state pay property taxes. #TaxTheRich #BernieSanders",FAVOR,neg
34,Bernie Sanders,"you mean the point that we're allowed to swoon over @KamalaHarris but should ignore Bernie because he's white and has done exactly what you're saying is so amazing? Whatever. Again, see you in the debates.",FAVOR,other
35,Bernie Sanders,"Always @BernieSanders! I have no problem giving hard earned money to a candidate who refuses corporate money &amp; their influence. Afterall, Bernie is the ONLY candidate who has proclaimed not to take corp. money in the primary AND the General election.",FAVOR,pos
36,Bernie Sanders,Why do I RT almost everything @BernieSanders says? Because it all makes sense! Don't know why or how the U.S. is operating as it currently is! #Bernie,FAVOR,pos
37,Bernie Sanders,"This should not even be discussed. ALL primaries should have been postponed. Everyone deserves the right to cast their vote for the candidate they choose....Period! I say ""take it to the convention Bernie!"" #VoteByMail #DropOutBernie",FAVOR,neg
38,Bernie Sanders,.@JohnDelaney: #MedicareForAll. We need to just drop this thing. And the people just need to drop dead. Boooo!!! #NoMiddleGround #Bernie,FAVOR,neg
39,Bernie Sanders,We already spend a lot of time at our Rep's office. In 2018 we worked hard to replace GOP Reps with Dems & neolibs with progressives. It's going to take time & a lot of citizen involvement to enable the systemic changes necessary to realize Bernie's platform.,FAVOR,other
40,Bernie Sanders,Definitely a liar. Zero regard for truth. Only interested in smearing the most popular candidate. Period. #Bernie,FAVOR,neg
41,Bernie Sanders,"Healthcare as a right requires ending the employment-dependent private for profit insurance industry, there is simply NO WAY for a small group of CEOs and shareholders to keep making obscene profits AND providing healthcare for everyone. #MedicareForAll Endorse #Bernie",FAVOR,neg
42,Bernie Sanders,"#SmallTownBigBern from and to different towns, cities, states in America what matters now our President @BernieSanders #Bernie Win! We Win Together! #NotMeUs We Are One United We Stand For Truth! We have justice and safety for all, so help us God Bless our country, USA! AMEN!",FAVOR,pos
43,Bernie Sanders,Should Warren @ewarren win the Dem nomination her hard lurch rightward to the corporate center will be stunning... #BernieSanders,AGAINST,pos
44,Bernie Sanders,She voted for a 700 billion dollar military budget. Bernie did not.,FAVOR,other
45,Bernie Sanders,I'd love to hear more from my #POC4Bernie &amp; #WOC4Bernie brothers &amp; sisters! If you are a person of color who supports .@BernieSanders please post a pic of yourself in the comments &amp; why you support him. I may use for a collage &amp; article that I am working on!,FAVOR,pos
46,Bernie Sanders,Tremendous support at Dartmouth College where these students @BernieSanders understand that it is essential that we demand that the 1% pay their fair share of taxes.,FAVOR,pos
47,Bernie Sanders,I #FeelTheBern! Just sent my $27! I'm ready to knock doors &amp; can't wait to go to a rally! #RunBernieRun #BernieSanders @BernieSanders,FAVOR,pos
48,Bernie Sanders,And away he goes to the airport for the trip to San Francisco! #BernieInLA #WomenforBernie #AcceptNoSubstitutes #BernieSanders,AGAINST,pos
49,Bernie Sanders,"Some people think Bernie was praising George Wallace. At a time in America when ""covfefe"" is the norm and gaffes are considered normal for a president, people seem to forget the meaning of the word ""OUTRAGEOUS"". #PeopleForBernie",FAVOR,neg
50,Bernie Sanders,"HAY all #Republicans in #Congress you don't give a shit about the American people, but #BernieSanders SURE DOES... Take a look!!!",FAVOR,neg
51,Bernie Sanders,I'm still voting for him if he runs. His platform is what I loved. You guys suck! #Bernie,FAVOR,pos
52,Bernie Sanders,"Love the message about incorporating the arts more to reflect the culture of the United States! Especially at times like these the arts (music, literature, shows, movies, etc...) are great for keeping our minds occupied and happy. #Bernie",FAVOR,pos
53,Bernie Sanders,I give $100 a month. Commercials are expensive. If you can help #Bernie out with a donation #NotMeUs its for the greatest of causes!,FAVOR,pos
54,Bernie Sanders,"We are going to transform the United States of America - @BernieSanders In other words, turn the United States of America into #Venezuela.. #BernieSanders #Bernie #Socialism #NoThanks #GoAway",AGAINST,pos
55,Bernie Sanders,There are millions of Americans making hundreds of thousands of dollars every year but they cant afford healthcare in this country. #ButTheyAreLazy and not climbing that American Dream huh? #HealthcareIsAHumanRight #BernieSanders,FAVOR,neg
56,Bernie Sanders,For a second there I was gonna get complacent but then I woke the fuck back up. Keep fighting!! #BernieBruh #DropOutBernie #Bernie,AGAINST,pos
57,Bernie Sanders,One of the things I love most about our progressive movement is the positivity and creativity! #BernieSanders,FAVOR,pos
58,Bernie Sanders,Today is Nevadas turn. Hope the latinos get out and vote !!#BernieSanders,FAVOR,pos
59,Bernie Sanders,"Possibly, but we haven't developed the cutthroat ""I got mine, so screw you!"" mentality that conservatives excel at. I'd rather be middle class liberal and willing to help others than a billionaire with a stone for a heart. #Bernie",FAVOR,neg
60,Bernie Sanders,Bernie Still Surging-Jordan LIVE From Bernie Volunteer Office in Des Moines Iowa #BernieSanders #Bernie #IowaCaucus via @YouTube,FAVOR,other
61,Bernie Sanders,Im sorry but a democratic government is supposed to work FOR the people... politicians are literally representing their constituents. The lack of concern of getting voted out is suspicious... We need a system that works for us instead of against. #BernieSanders,FAVOR,neg
62,Bernie Sanders,LOVE THE APP! BUT...seems like their should be an Email Address & Phone Number field for the Friend to Friend canvassing section...how is the campaign going to contact these people I add? #BernieSanders,FAVOR,pos
63,Bernie Sanders,Give benefit of the doubt if Resister or #Bernie Followers suddenly Blocks you. 1) Twitter is known for blocking on your behalf. 2) Be prepared to experience extreme hacking/cyberbullying/cybercrimes as the election draws nigh. #TheGreatHack #CyberSecurity,FAVOR,neg
64,Bernie Sanders,Fuck #Bernie #BernieSanders #BernieWon #Communist #Socialist I'm a registered democrat who voted for Obama. I refuse to vote for commie filth like Bernie.,AGAINST,neg
65,Bernie Sanders,"In between a heart attack, a couple of TIAs, and an osteopath appointment, #Bernie says age is an asset. His power wheelchair and oxygen system drowned out the rest of his comments.",AGAINST,neg
66,Bernie Sanders,.@AndrewGillum clearly does not think @SenSanders is toxic and if he becomes Florida's next Governor I am sure he will endorse him if he runs for president again as a Democrat. #GillumForGovernor #FLGov,FAVOR,pos
67,Bernie Sanders,If the #BernieSanders campaign had run these types of ads like we wanted to them to Bernie would probably be nominee right now.,FAVOR,pos
68,Bernie Sanders,I am a 38 yo African American woman and I whole heartedly support #BernieSanders because he is the ONLY credible human being with a proven track record of fighting for the least of these and deserves to be honored for such!,FAVOR,pos
69,Bernie Sanders,"To those political pundits ( or whatever you call yourselves ) scratching your heads over @Ocasio2018 win, its not rocket science. The people have woken to the fact that their government representatives actually represent their corporate donors. #ThursdayThoughts #BernieSanders",FAVOR,other
70,Bernie Sanders,"That's... that's so nice of you! I try so hard, but it takes a lot to stand out among the tsunami of #Bernie and lefists. I appreciate the recognition! I'll try to be worthy of the scorn your future employer pays for.",FAVOR,pos
71,Bernie Sanders,"When three billionaires own more wealth than the majority of Americans combined, we should all be yelling. #BernieSanders",FAVOR,other
72,Bernie Sanders,That's a great strategy and truly the spirit of the bern. We help each other rise because that means we ALL rise! #Bernie FTW!,FAVOR,pos
73,Bernie Sanders,"Everyone on the stage talks a good game, but only one has never and will never take money from the oppressors. The choice is clear. #DemocraticDebate #BernieSanders",FAVOR,other
74,Bernie Sanders,Bernie's Medicare for All DO THE MATH. Here's a few reputable sources. #BernieSanders,FAVOR,pos
75,Bernie Sanders,"When @BernieSanders presents a plan that includes how it would be paid for in explicit detail..... .....Corporate media and HC industry donor beholden politicians ASK: ""How are you going to pay for this?"" ....and the beat goes on",FAVOR,other
76,Bernie Sanders,"#BernieSanders His age ain't a problem for me. His record is strong, his policies are great, and I prefer him to a lot of the younger politicians I see today.",FAVOR,pos
77,Bernie Sanders,"You would have been turned into a financial wreck by that accident if it had happened to you in the United States. It probably would have cost $100K or more in the good ole USA, and that ain't peanuts. #M4A #Bernie",FAVOR,neg
78,Bernie Sanders,Let these words of aa average working class American ring true: The political revolution will win. The people will it! #EndCitizensUnited #Bernie,FAVOR,pos
79,Bernie Sanders,"And do you support Medicare for All, do you support moving away from fossil fuel, do you pledge not to take corporate money? Why didn't you join the Progressive Caucus? What do you believe? #Bernie",FAVOR,other
80,Bernie Sanders,"#Election2020 politics should NOT put peoples' lives at risk. I assure you, many scientists &amp; public health practitioners like myself endorse the movement to #PostponethePrimaries. Pls. tell these policymakers to act more like #BernieSanders &amp; listen to scientists.",FAVOR,other
81,Bernie Sanders,So refreshing to see how the revolution can be so focused and engaged while keeping it light and playful #hotboysforbernie . Keep knocking on doors boys,FAVOR,pos
82,Bernie Sanders,It was amazing seeing youtube ad @TomSteyer on the debates. Wish we had the option to skip #DemocraticDebate #Bernie,FAVOR,pos
83,Bernie Sanders,800 tweets - in a country of 325 plus million - you must be on to something insanely YUGE. #BreakingNews #CNN #BernieSanders,FAVOR,neg
84,Bernie Sanders,Get on the #Bernie Dialer: We need to hit 2 million calls to the early states in the next 2 weeks. This is how we get #MedicareForALL This is how we get #CollegeForALL This is how we #CancelStudentDebt This is how we win! #CallToWIN,AGAINST,pos
85,Bernie Sanders,Hey @BernieSanders @SenSanders is this ad for real???? How in the world you gon say down to corporate/wall street when you're basically doing the same thing?? #BernieSanders truly disgraceful on all levels,AGAINST,neg
86,Bernie Sanders,"Last night, the #DemDebates changed everything. The 1% are freaking. Their #MSM puppets were so transparent in repeating anti #BernieSanders sound bites. No we wont lose healthcare, well gain guarenteed health care. Yes we believe in equality &amp; the planet to survive. Wow",FAVOR,pos
87,Bernie Sanders,ummmhmm only the OG has a spine &amp; doesn't spin in the wind we got the receipts #Bernie,FAVOR,pos
88,Bernie Sanders,"#OurRevolution #NEWS YES! Bernie Sanders's white hair, glasses &amp; lack of stylish clothes didn't win us or push us away. His allure wasn't some superficial appeal. His voting record, stances, integrity &amp; his heart to never stop fighting - that won us! #Progressives",FAVOR,pos
89,Bernie Sanders,"Elizabeth you contradicted yourself here, & left off America was founded on the Genocide of Native Americans & Enslavement of Black folks, i call that Colonialism not liberty #NeverWarren #BernieSanders",FAVOR,neg
90,Bernie Sanders,And funny enough none of the cameras showed the crowd that was cheering. Almost like they don't want you to think that #BernieSanders is actually out in front! #SandersTownHall #BernieTownHall,FAVOR,other
91,Bernie Sanders,"If she does, the same people who are trashing Bernie being like YOU HAD YOUR CHANCE BERNIE WE NEED FRESH FACES will be the same people who will cheerlead Clintons THIRD run as the most unpopular politician ever. #Clinton2020",AGAINST,neg
92,Bernie Sanders,BernieBros VS YangGang: A critique of the hypocricy on BOTH sides #yanggang #securethebag,AGAINST,other
93,Bernie Sanders,You ppl whine about Bernie's taxes would NEVER vote for Bernie to begin with. Your opinion is about as relevant as the fight to retain cars have leaded gas in 2019. GTFO anti-Bernie troll who tweets about Bernie &amp; botox,FAVOR,neg
94,Bernie Sanders,I guess Pete has gotten #FancyNancy's message &amp; stop #Bernie strategy down pat in exchange for the big $$he'll be looking for.,FAVOR,other
95,Bernie Sanders,You will never see as long breadlines in capitalist countries but these are common in socialism. #SocialismKills #BernieSanders #Bernie #Yang2020 #KamalaHarris2020 #ElizabethWarren #BenrieSanders2020 #DemocratsAreDestroyingAmerica #Democrats2020,AGAINST,neg
96,Bernie Sanders,"Waking up & seeing my mother cry as she read an article in the morning paper about migrant workers sleeping in a one room shack with 20 other workers because they earned next to nothing, In the 80s, in Oregon. Her empathy made me a socialist at the age of 5. #Bernie",FAVOR,other
97,Bernie Sanders,Congratulations to Emily Sirota for winning her primary for the Colorado State House District 9. Please vote for her in November. #progressive #berniesanders #ourrevolution #Bernie,FAVOR,pos
98,Bernie Sanders,"I am proud that my candidate, @BernieSanders does believe in ""unilateral disarmament"" and believes, as well, that it is #PeopleNotPACS that matter most!",FAVOR,pos
99,Bernie Sanders,"Weve got one more day to reach our HUGE goal of 1 MILLION individual donations... this grassroots energy is completely unrivaled, this is #OurRevolution LETS KEEP THIS FIRE BERNING! #BernieSanders #Bernie",FAVOR,pos
100,Bernie Sanders,Hey @BernieSanders @SenSanders if you run for President again are you going to slap a D after your name to get more free money or are you going to run as an I this time? #BernieSanders,AGAINST,other
101,Bernie Sanders,"Michigan, you can register to vote today, March 10, 2020, and then #VoteForBernie. #BernieSanders",FAVOR,pos
102,Bernie Sanders,Bernie or Elizabeth only! I will not vote for A Establishment Corporate pick again! The Establishment Democrats are for Endless War and Big Banks and Big Oil and Big Insurance Companies!,FAVOR,neg
103,Bernie Sanders,Finallly a debate that shows the differences within the party. A true fight for the future. These are not dem or rep issues or general or primary issues these are winning issues with a majority of Americans supporting #Bernie #BernieWINS #2020Election @GunnelsWarren,FAVOR,pos
104,Bernie Sanders,for this reason America needs a President who fights for the rights of all ... The only candidate is Bernie Sanders!,FAVOR,pos
105,Bernie Sanders,Bernie has inspired a lot of people to stretch a little past their comfort area. Good for you for taking the challenge. We need you to speak for us.,FAVOR,pos
106,Bernie Sanders,"Think about this... #BernieSanders could easily retire and just kick back and enjoy life... instead, he WORKS HARDER THAN ANYONE to help us all, inspire us all. Just his mere existence lifts my spirits and gives me so much hope. So do all the #Berniecrats!",FAVOR,pos
107,Bernie Sanders,"These ""news"" outlets are PAID *not to cover Bernie or Tulsi. They are scared to death that Actual change may happen in America! #NoMoreStatusQuo #NotMeUs #Bernie The Revolution will not be televised.... Again? Speak up, push back on these outlets! #WeThePeople",FAVOR,neg
108,Bernie Sanders,"Big Pharma, Bernie and Elijah are coming for you! They will win cuz this is about all of us and we got their backs.",FAVOR,pos
109,Bernie Sanders,"Its simple #Bernie2020, as you well-know, GOP is still for Socialism for the elite, but tough, self-reliance for everyone else.",FAVOR,pos
110,Bernie Sanders,"As @BernieSanders says, the struggle is not over. Join me + #NotMeUs leaders tonight on the @PplsAction live stream at 7 p.m. ET to talk about how well keep pushing our movement forward together",FAVOR,pos
111,Bernie Sanders,"This Alabama gal will state it more frankly. Go srt8 to hell, Repugs. @SenSanders is coming for you. And he is bringing #NotMeUs with him.",FAVOR,other
112,Bernie Sanders,Embarrassing that the US govt is directly involved in oppressing Palestine. Its time for new leadership. Vote for @BernieSanders in 2020.,FAVOR,neg
113,Bernie Sanders,"@SenSanders I will always believe in you. Thank you for trying your best to make this country actually great. As a immune compromised, college loan sick queer person, you're the first politician I've ever trusted and believed in. I stand with you.",FAVOR,pos
114,Bernie Sanders,Public/private *option* is a false choice. It puts them in competition with each other on an unequal playing field. #Medicare4All #StillSanders #Bernie,FAVOR,other
115,Bernie Sanders,Some same @BernieSanders lost or gave up. I see it quite differently. Ive had the opportunity to meet so many amazing similar minded humans. We want a better future and demand better for tomorrow. #NotMeUs was way more than some empty slogan. Fcking amazing humans,FAVOR,pos
116,Bernie Sanders,Bernie has the #receipts from a lifetime of fighting for ALL of us #NotMeUs When I get an email or text asking to make a donation to meet a goal is when I am most likely to donate.,FAVOR,pos
117,Bernie Sanders,"@BernieSanders please stay in the race. At least we continue to put pressure on the establishment. Regardless of.what happens, we will keep this movement going beyond this election. We owe it to you",FAVOR,pos
118,Bernie Sanders,"As a Democrat, I embrace Sanders as the conscience of our party. #BernieSanders",FAVOR,pos
119,Bernie Sanders,I'm glad someone did the math on this as the #BernieSanders myth didn't correlate to my personal experience with Bernie supporters.,FAVOR,pos
120,Bernie Sanders,Good. Bernie tells it like it is. Do we want more war? Bernie is going to win.,FAVOR,pos
121,Bernie Sanders,"They don't owe Bernie, they owe us. They didn't screw Bernie, they screwed us. #NotMeUs . Get it?",AGAINST,neg
122,Bernie Sanders,"And then there's the ""bring back Bernie"" crowd. Really? He abandoned ship to preserve his Senate career when he realized the est wasn't gonna let him win There's no coming back from that and he knows it. Bernie can't save us. We are the ones we're waiting for #riots2020",FAVOR,neg
123,Bernie Sanders,Bernie Sanders 2020: He's looking beyond Iowa and New Hampshire to Super Tuesday states like California - CBS News,FAVOR,pos
124,Bernie Sanders,No not insisting just saying if anyone is going to not vote their conscience this time it's you. Bernie is the compromise if the DNC wants the Independent votes. You can 'unity' with #NotMeus this time around.,FAVOR,other
125,Bernie Sanders,"The usual mob of anti-Bernie haters, trolls, & bots who swarm most pro-Bernie Tweets are hard to find among Ariana's 4K replies. They must be staring at their devices right now, jaws agape, motionless fingers hovering over the keyboards, too stunned to talk trash.",FAVOR,neg
126,Bernie Sanders,I didnt even know this. So this is why all of Italy is a ghost town. Here people are still doing the what they got to do just waiting for it to hit. Only some people have the luxury to stay or work at home #BernieSanders #PeopleOverProfit,FAVOR,other
127,Bernie Sanders,#NotMeUs WE are a MOVEMENT! @OurRevolution needs US to come together &amp; fight for our lives with @SenSanders #NoMiddleGround Bernie2020,FAVOR,pos
128,Bernie Sanders,"No worries! I completely understand. Im going to continue to travel to Iowa to volunteer to help people like you and me. All of us. #NotMeUs if you want to volunteer locally for #Bernie, I can help connect you",FAVOR,pos
129,Bernie Sanders,Media on Disney minimum wage hike : Its a victory for Bernie Sanders . Bernie : Its a victory for ALL of us .,FAVOR,pos
130,Bernie Sanders,"Perhaps if you had done your best for #Bernie #NotMeUS we would have a better chance of fixing these issues. The party itself, including the democrats in the House, would be tilting towards that platform, instead of the current exploitative, #GOPGenocide oligarchy.",FAVOR,other
131,Bernie Sanders,Please Comment with your ranking. RT if you agree. Pass it on... #NoMiddleGround #Bernie,FAVOR,other
132,Bernie Sanders,And another one So proud to say yet another @CPDAction affiliate has independently endorsed @BernieSanders Welcome family so glad to be in the #NotMeUs movement together,FAVOR,pos
133,Bernie Sanders,"You say #NotMeUs but I love me some me. If I dont need and dont want to be part of a collective, what about me? @BernieSanders",AGAINST,pos
134,Bernie Sanders,First tweet: I'm a sock puppet account for Bernie and I am being run by the unbelievably talented @Lis_Smith In preparation for a #BernieSanders nomination.,FAVOR,pos
135,Bernie Sanders,"I don't watch msm, but my mom's take on it matches exactly what you're saying. We won't stop spreading the word, though. Can't stop, won't stop. #SCforBernie #Bernie",FAVOR,pos
136,Bernie Sanders,"Bernie should make this into an ad immediately. His blunt honesty is such a contrast from their insular thinking, as reflected by who they chose.",FAVOR,pos
137,Bernie Sanders,"As regards @BernieSanders - he of the #NotMeUs campaign that fought vs. a minimum $15/hr. wage, then fired his own workers for attempting to unionize ? How about Socialism for Millionaires, or Hypocrite(s)/Hypocrisy Incarnate ? cc: @davidsirota @briebriejoy @ninaturner",AGAINST,neg
138,Bernie Sanders,Someone please attach this to Warren's interview where she said she'll take ANY money in the general. Now ask again what the difference is between Bernie and Warren.,FAVOR,other
139,Bernie Sanders,she dodged the question to to deflect from owning the reality that @ewarren is running to deliberately subvert the will of the American people #BernieSanders #Bernie,FAVOR,neg
140,Bernie Sanders,.@BernieSanders is in impoverished rural areas listening to people and using his Presidential campaign to shine a light on grave injustices in America. The other candidates are busy meeting with big dollar donors. Our $27 donations help make this happen. Keep giving.,FAVOR,pos
141,Bernie Sanders,Gotta love the absurdity of criticism of Bernie amounting to his personal body language and the defeaning silence for candidates who take money from corporations and vote against the interests of their constituents. Ridiculous. #BernieBlackout,AGAINST,neg
142,Bernie Sanders,People aground the world care about the adverse affects of human greed in the planet. Its time to elect leadership around the world that will do something about it. @BernieSanders #NotMeUs @ninaturner,FAVOR,other
143,Bernie Sanders,@KyleKulinski #NotMeUs #BernieSanders Statistically a cooperative communal metacritic of truth is flawed but still adds a lot of value. Analyses paralysis undermines benefits of in process learning / agile development.,FAVOR,other
144,Bernie Sanders,"#Bernie stans. Many Blk ppl FELT like outsiders in the #NotMeUs mvmt, but these statements from Ja'Mal let me know it wasn't just a feeling. Universal, trickle down policies aren't what the Blk American community needs. We tried to tell y'all. You scoffed. Now here we are.",AGAINST,neg
145,Bernie Sanders,"I ended up spending most of the day dealing with the fact that my toddler stuck a bead up her nose, & wasn't able to phonebank today. Who's got my shift? #BernieFam #Bernie",FAVOR,neg
146,Bernie Sanders,#ElizabethWarren will go down in history with greed for power and disgrace. What a waste for such talent and potential. #BernieSanders #SuperTuesday,FAVOR,neg
147,Bernie Sanders,Thank you. I was busy much of the day but will get back to volunteering Monday. Volunteers are going to win this for team #NotMeUs ! Tomorrow is #BernieBirthdayBash for those who can give!,FAVOR,pos
148,Bernie Sanders,"Totally agree. Heads are going to spin when, as i believe, that Bernie will take both Iowa & New Hampshire. If it happens, things are gonna get really ugly on media. We're ready---",FAVOR,other
149,Bernie Sanders,Is the @UN going to get involved? Exit poll after exit poll are coming up wildly different from reported results. This is crazy. The US has invaded countries over this... #DemocraticPrimary #Bernie,FAVOR,neg
150,Bernie Sanders,"As chief organizer, Bernie will help us pressure (or replace) people in office to truly represent us.",AGAINST,pos
151,Bernie Sanders,51% of Hispanic College Students and 37% of Black College Students support #BernieSanders. #Bernie,FAVOR,pos
152,Bernie Sanders,"Yes So STOP trying, and just admit it.. you want to join the Largest grassroots campaign Ever, and Feel The Bern! #BernieIsTheRealDeal #NotMeUs #JoinTheBernieverse We need you! Lots to do and little time to do it! Welcome!",FAVOR,pos
153,Bernie Sanders,"#MAHA #NotMeUs #WomenForBernie Yes, the Vengaboys, it's a Dutch band . I remember well when it was a hit the first time. it was on the radio all the time.",FAVOR,pos
154,Bernie Sanders,"#NotMeUs Or do you not realize and/or understand that with Bernie as president, Congress will be shook, and theyll begin to listen to and respond to US accordingly. That, or their sorry asses get primaried and booted tf OUT next election.",FAVOR,neg
155,Bernie Sanders,"#Bernie Tirelessly Working For All@of US &amp; America . Supports What Benefits The Majority , Not Rich Only . The Middle Class Will gain The Poor ! Every American will have Hope Again where there is Hopelessness . Ignored too long .",AGAINST,pos
156,Bernie Sanders,"In 2017, a worker in Texas died on the job every 16 hours ... The death toll exceeded the number of murders in Houston, Dallas, Fort Worth and Austin combined. #BernieSanders",FAVOR,neg
157,Bernie Sanders,Just a reminder that R's and L's will be out to fuck up out primaries and caucuses next year #DemocraticDebate #ElizabethWarren #Warren2020 #BernieSanders,FAVOR,neg
158,Bernie Sanders,Facts matter. He's been saying this for 30 plus years. Its time we all listen and get him to the White House to make REAL change!! .@BernieSanders #ClimateChange,FAVOR,pos
159,Bernie Sanders,I'm texting like a motherfucker on fire for BERNIE! This is one of the many great things about working from home. I've sent close to 3500 texts so far and engaged dozens of voters. Just today.,FAVOR,pos
160,Bernie Sanders,#BernieSanders Our Once in a Lifetime Candidate is The Real Frontrunner That Corp. Won't Support . The Genie is Out of The Bottle &amp; Will Not Go Back in . They are Worried &amp; Desperate To Stop Him . For US &amp;,FAVOR,pos
161,Bernie Sanders,"Bernie Sanders knows how. Just give him a chance. He'll show everyone the power of progressive politics, ethics, & truth-telling. #BernieSaysNotMeUs #BernieSandersPOTUS46",FAVOR,pos
