,Target,Tweet,Stance,Sentiment
49,Joe Biden,"joe biden to meet with jacob blake, sr., who has long history of racist, anti-semitic, and anti-christian posts, in kenosha HTTP",AGAINST,neg
50,Joe Biden,"@USER @USER @USER is right. if there isn't more focus on policy, a reason to vote, @USER may not win the progressive/indy voters. is this 2016 again? #thisweek #covid19 #sundaythoughts #voteblue HTTP",NONE,other
51,Joe Biden,biden and sanders both want to nominate a woman for vp. who do you guys think could it be? warren? klobuchar? harris? or somebody nobody is expecting. #demdebate,NONE,other
52,Joe Biden,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 🇺🇸 thank you for the mention, stephen!

#trump2020!",AGAINST,pos
53,Joe Biden,"@USER @USER he's politicizing the death of a child, and misrepresenting what is 99.9% likely to be a valid certificate of death showing covid-19 as an ""other factor"" or illness also present at time of death. this is how we retain crucial medical data! #gop - stop making death political!",NONE,neg
54,Joe Biden,"@USER @USER @USER he's a senate-confirmed presidential appointee and forbidden to even attend the convention.  that's hardly the democrats keeping him from speaking.  and if you want to talk double standards, the trump admin is full of them so stop whining. it's time for trump to go. #voteblue2020",FAVOR,neg
55,Joe Biden,neither biden or trump have managed to complete an entire thought or sentence since like 2010,NONE,neg
56,Joe Biden,"campaign trump is the best trump.

#trump2020 #trump2020landslide",AGAINST,pos
57,Joe Biden,"@USER lol, biden needs a bump to keep him hummin'",AGAINST,other
58,Joe Biden,how to safely return your absentee ballot without usps #vote #votebidenharris #voteblue2020 #voterfraud #votersuppression  HTTP,FAVOR,other
59,Joe Biden,"it's the final night of the #demconvention!

make sure you watch joe biden with me! 9 pm et - HTTP",FAVOR,pos
60,Joe Biden,@USER #hypocrisy... in the #gop HTTP,NONE,other
61,Joe Biden,"loving the comments on my tweet, particularly the aggressive ones. clearly, western leftists are now experienced arabic linguists! so let’s agree on something: inshallah biden wins or inshallah trump wins? perhaps @USER can respond? #debates2020",NONE,pos
62,Joe Biden,"@USER the #gop has been trying to do this for decades. the government has taken funds from it to pay for whatever. 
it is not their piggyback to use.",NONE,neg
63,Joe Biden,if after watching the debate you still are voting for trump... wow,FAVOR,neg
64,Joe Biden,"@USER remember back when you said ‘listen to the experts’ ?

no?
yeah, figures now that it doesn’t fit the new democrat agenda i guess 🤷🏻‍♂️

#usps #fauci #vote2020 #trump2020 HTTP",AGAINST,neg
65,Joe Biden,"""trump’s executive action may be too little, too late, especially if people...do not similarly fight back against this movement"" #fightbackamerica #trumpwarriors #kag wake up &amp; fight!! stop looking to govt to do it for you! 
HTTP",AGAINST,neg
66,Joe Biden,y’all drop your @ and let’s help each other grow! i follow everyone back!! #maga #backtheblue,NONE,pos
67,Joe Biden,"@USER @USER @USER ........ &amp; don't let him cancel your dinner plans anymore either! open the economy! demand voter id! biden wins landslide!

#nevertrump

#biden2020landslide",FAVOR,pos
68,Joe Biden,"#nba ratings crash continues, lakers big win least-watched game of series HTTP",NONE,other
69,Joe Biden,@USER he never had a lead in texas...  except  for the same lead as crooked hillary in your liberal fantasy polls! #trump2020,AGAINST,neg
70,Joe Biden,@USER @USER @USER @USER oh please @USER will chew him up and spit him out and we all know it. 🇺🇸🇺🇸🇺🇸 #trump2020,AGAINST,neg
71,Joe Biden,@USER @USER is a racist - shame on you bigot! #trump2020,NONE,neg
72,Joe Biden,all i got to say is biden and trump both need lip injections,NONE,neg
73,Joe Biden,@USER welcome to the family!  wise choice!  #trump2020 let us save our country from the self-destructive &amp; ever angry hateful empty democrats. HTTP,AGAINST,pos
74,Joe Biden,"#gop donald trump knows his reelection chances are in trouble, so he's trying to confuse americans &amp; erode trust in our elections. he’s losing to joe biden, according to almost every poll. so he's trying to sow discord &amp; confusion about the election.

HTTP",FAVOR,neg
75,Joe Biden,@USER yay #trump2020 again,AGAINST,pos
76,Joe Biden,"hillary is every bit the white supremacist republican
joe biden is. joe clearly not being as competent a candidate  is re-enraging shitlibs vs the left.",AGAINST,neg
77,Joe Biden,"@USER it's so weird, once in a while he sounds lucid. anyway....#biden2020",FAVOR,other
78,Joe Biden,"@USER and somehow, my bet is that the msm “journalists” out there, along with the dems, are quite gleeful about this.
#trump2020",NONE,neg
79,Joe Biden,"@USER well, i guess then we won't have to worry about his ""re-election"" wants/hopes &amp; desires after we re-elect him in november.

it'll just be full steam ahead agenda to move this country forward...

#trump2020 
#pence2024 
#trump2028 
#trump2032 

your world will be a nightmare...",AGAINST,other
80,Joe Biden,"@USER @USER then why don’t democrats come out and denounce all this violence?
#seattleriots #democrats #blmterrorists #blm #antifadomesticterrorists #antifa #trump #trump2020 #maga #maga2020 #election2020 #lawandorder #usa",AGAINST,neg
81,Joe Biden,"@USER maybe if you dems hadn’t wasted so much $ in the 1st bill  like for the arts - what did that have 2do w a pandemic-employees were laid off wo a dime, maybe there’d b$ for the kids you are now so concerned about. @USER 🇺🇸🇺🇸🇺🇸🇺🇸 #trump2020",AGAINST,neg
82,Joe Biden,@USER followed you. please follow me back #resist  #fbr  #voteblue2020  #bidencalm,FAVOR,pos
83,Joe Biden,president trump and biden prepare for a debate that could turn personal HTTP,FAVOR,other
84,Joe Biden,"@USER #rnc2020 is going to be lit @USER ! we will hear about a 3 year record of accomplishment by the #potus @USER as opposed to a canned speech that avoids the ""void"" of 47 years of nothing under #hidenbiden",AGAINST,pos
85,Joe Biden,"@USER idgaf who he picks. i'm voting blue, no matter who. 

we must get this fucking maniac out of our white house.

#votebluenomatterwho 
#ettd",FAVOR,neg
86,Joe Biden,"@USER @USER every time trump is in front of a microphone his mental ability should be called into question. he in incoherent, inept and incompetent. i feel much safer with biden as president than the unethical, corrupt fool we have now. #biden2020",FAVOR,neg
87,Joe Biden,#demdebate i’d rather stick pins in my eyes than watch,NONE,neg
88,Joe Biden,"so all the candidates support 'the process', meaning: a superdelegate override of bernie's plurality. pretty pathetic. #demdebate",NONE,neg
89,Joe Biden,"@USER can't wait to see you breakdown screaming when trump hands bidens ass to him
#trump2020",AGAINST,neg
90,Joe Biden,"djia is at 93.9% of all time high, despite #democratstheenemywithin trying to tube the economy!!  #trump2020 defeats impact of #covid_19 !  live with it!  vote @USER dum @USER  go with @USER @USER",AGAINST,other
91,Joe Biden,"@USER awful and shocking. trump ignored all rules, could not show any self restraint or decency. i expected him to be shameless and vicious (to the point i wasn’t sure i’d watch) and he was still much more cruel than i could imagine. we must vote this tyrant out",FAVOR,neg
92,Joe Biden,@USER we are with you alllll the way! #trump2020,AGAINST,pos
93,Joe Biden,@USER a former president who wasn’t impeached and who won the nobel (not “noble”) prize. jealous much? #obamawasbetterateverything  #votebluetosaveamerica,FAVOR,pos
94,Joe Biden,"@USER @USER @USER @USER c’mon man, all the dem leaders have been in office for decades and accomplished very little.  trump outperformed them all in 3.5 years.  #maga",AGAINST,other
95,Joe Biden,"@USER @USER americans must vote out the following people from their respective offices:
susan collins
mitch mcconnell
lindsey graham 
donald trump 

who else should be voted out office?

#votebluetosaveamerica",FAVOR,neg
96,Joe Biden,"i mean, even this prayer is a bit crazy. #rncconvention2020 #rnc2020",NONE,other
97,Joe Biden,"@USER yes, @USER. move, rather than actually protecting your home and solving a frigging problem. #coward #compliance #antifa #blm #maga #trump2020",AGAINST,neg
98,Joe Biden,@USER oh please... how about releasing your taxes! #dumptrumperdinck #dumptrump2020 #dumptrump #releaseyourtaxestrump #trumpisaliar #trumptaxreturns #trumpcrimefamily #trumpisafake #trumpisaphony #trumpisfake #phonytrump,FAVOR,neg
99,Joe Biden,kamala. hillary. barack. today is going to be 🔥🔥🔥🙌🏽🙌🏽🙌🏽 #demconvention #dnc #democraticnationalconvention #bidenharris #bidenharris2020 #joebiden #kamalaharris #kamaladay #vote HTTP,FAVOR,other
100,Joe Biden,"well, if #trump is taking the lead /micromanaging #rnc2020 , it should be pretty childish.  HTTP",NONE,neg
101,Joe Biden,#backtoschool2020 today in florida! #trumpcountry #trump2020 #godblessamerica HTTP,AGAINST,pos
102,Joe Biden,@USER @USER is right.  so why are you still a @USER  in disguise?  #maga #trump2020landside #keepamericagreat,AGAINST,pos
103,Joe Biden,y’all nothing has really happened yet but biden has that fresh cut ok king,FAVOR,pos
104,Joe Biden,"@USER what is with the #gopcowards wanting to withhold money from states? stop creating bullshit legislation, that you know has no merit. #votebluetosaveamerica",FAVOR,neg
105,Joe Biden,"the u.s. government is now deciding what you can put on your iphone. it won’t stop with #tiktok
#governmentoverreach #votetrumpout #votebluenomatterwho #votebiden #voteblueasifyourlifedependedonit #putinpuppet #bluewave2020
 HTTP",FAVOR,neg
106,Joe Biden,"@USER @USER my dream ticket was and will always be warren/castro. 

here is hoping for warren as senate majority leader and castro on the ticket in 2024. 

#progressives #voteblue",NONE,pos
107,Joe Biden,to all the pundits on my tv talking about how the convention was light on policy specifics: that's what the debates are for. i cannot wait to see joe biden and kamala harris go toe to toe with trump and pence on policy. bring it! #demconvention,FAVOR,pos
108,Joe Biden,"@USER @USER @USER @USER @USER can't refute any of what i wrote, eh?

#maga murderous authoritarians gaslighting america!",NONE,neg
109,Joe Biden,"i miss having a president that speaks eloquently. that has empathy and hope for a better tomorrow. fortunately, we will soon  have that again with #bidenharris2020. 

#demconvention",FAVOR,pos
110,Joe Biden,his tactic is clear. don't let biden get a coherent message across. #debates2020,NONE,neg
111,Joe Biden,"#americawakeup antifa is using the black community for their own gains as a shield, they don't care about you, your family, or your future.  watch this video, it's extremely well put. #maga

HTTP",AGAINST,neg
112,Joe Biden,"@USER @USER @USER @USER @USER good paying energy jobs will be eliminated under biden.  he wants to end fracking, and cars.  there isn't any technology to replace cheap and plentiful oil.",AGAINST,neg
113,Joe Biden,"@USER @USER @USER @USER this guy is excused. he earned the right to do whatever the f*** he wants.
#veteransfortrump 
#trump2020 HTTP",AGAINST,other
114,Joe Biden,@USER really? anyone with a functional brain can see biden would be worse than obama,AGAINST,neg
115,Joe Biden,"@USER @USER and #joebiden would reach 
down to the bully he just decked to offer a hand up and offer to shake as a gesture of peace. reset. new start.",FAVOR,other
116,Joe Biden,"@USER @USER @USER @USER @USER or these, so many great, strong, honorable, first nation (native) leaders. lets build  their monuments and name forts and bases for them instead of racist trash. make america proud again! #votebluetosaveamerica   #biden2020 HTTP",FAVOR,pos
117,Joe Biden,"bernie's answer on whether he'd pick a woman as vp... was a word salad that basically meant ""no."" #demdebate",NONE,neg
118,Joe Biden,"@USER @USER trump is good at personal attacks and name-calling already, no prep is needed. trump is a master of lies and good at creating fear. he’ll be rude and disrespectful because he doesn’t have anything valid/worthwhile to say. i just hope biden doesn’t lose his cool.",FAVOR,neg
119,Joe Biden,biden vs trump. off,NONE,other
120,Joe Biden,"🔹dnc: america's promise🔹

🔴 live now: @USER is joined on stage by @USER, @USER, &amp; @USER.

#demconvention #bidenharris
HTTP",NONE,other
121,Joe Biden,@USER and people who think they are charles bronson playing vigilante. wonder if the #kenoshashooter had any ties to #qanon?,NONE,other
122,Joe Biden,"@USER but 'how' was #joebiden the most #corrupt #vp in #history?  since 2016 we have seen this same type of 'simple' statement 'repeated' against #trump to the point that they become #fact...as an #independent #voter i need details🙄
HTTP",NONE,neg
123,Joe Biden,@USER @USER go to his website or listen to the speech he just made to the auto workers union. his plans will help us all #votebluetosaveamerica,FAVOR,pos
124,Joe Biden,@USER @USER that’s why the government lets poor people live for free in the utopian democrat run cities of light!  👍#trump2020,AGAINST,neg
125,Joe Biden,st vincent and the grenadines!!! woooohooo!!!! #demconvention #democraticconvention #flapol #floridaprimary,NONE,pos
126,Joe Biden,"@USER asks @USER why he said a woman couldn't be elected. he denies and says why he wouldn't have. instead of asking @USER to rebut, they asked ""how did you feel when he said that?"" they're effectively bussing bernie when no one knows. #fuckcnn #democraticdebate",NONE,neg
127,Joe Biden,trump criticized obama and biden on a problem he had not fixed himself. the fires of cali,NONE,neg
128,Joe Biden,@USER even the 200k dead i think biden will mismanage our medical system. the number wouldn’t be as high but i think one of the biggest pieces for covid deaths is affordable access to healthcare and biden’s got no effective plan for that really,AGAINST,neg
129,Joe Biden,"@USER @USER @USER @USER @USER @USER yes he is! that will change nov 3, though.
#votebluetosaveamerica",FAVOR,pos
130,Joe Biden,"@USER @USER president trump is the patriotic vote of iran and a way to overthrow the terrorist mullahs' regime
you have my vote presindet trump.  #trump2020 #iranianssupporttrump",AGAINST,pos
131,Joe Biden,"@USER you need to do your job for safety of america, denounce violence! violence on video are #trump2020 supporters! can you be a leader &amp; stop calling &amp; inspiring your “militia”? #blm #congress pass #policeaccountability #blacklivesmatter stop the violence trump HTTP",NONE,neg
132,Joe Biden,"@USER show your taxes, criminal drumpf 

too scared and cowardly......yes we know

#votebluetosaveamerica",FAVOR,neg
133,Joe Biden,1984 us election walter mondale was the #democratic nominee from minnesota. he took a female running mate geraldine page?? the only state he won was minesotta.  regan won d other 49,NONE,other
134,Joe Biden,the biden for president campaign is celebrating it’s one year anniversary by encouraging community service #2020election HTTP,FAVOR,pos
135,Joe Biden,@USER @USER @USER yeah the morons who have been in office for the last 30-40 years have done such a great job managing social security— hmmm do you know any people who have been in office that long?  #trump #trump2020 #trumplandslide2020,AGAINST,neg
136,Joe Biden,"@USER @USER republicans offered a 1 week extention, a political plan with the sole intent to have dems reject and appear uncooperative. fat ass @USER ‘s cheap tactics will backfire and republicans @USER in dc will be leaving washington with him. #biden2020 #executiveorder",FAVOR,neg
137,Joe Biden,@USER according to #dementiajoe one third of americans already died from the #coronavirus 😂😂😂 fools like you creeoy joe should stay indoors because you’re making a fool of yourself. vote #trump2020 #kag2020 @USER HTTP,AGAINST,neg
138,Joe Biden,@USER expose this. if you #goggle HTTP,AGAINST,other
139,Joe Biden,"#maga i am keeping track of @USER 
following count she was at 45 now 47 after i tweeted. every follow you give her i will donate into trumps campaign 1 follow = 1 dollar. i owe 2$ so far into trumps campaign.",AGAINST,other
140,Joe Biden,"@USER @USER it means that biden will be topped up and plugged in, is what it means.",AGAINST,other
141,Joe Biden,@USER #demdebate hasn’t like every question been for pete? can you maybe be as unbiased as you preach?,NONE,neg
142,Joe Biden,@USER from your lips to god’s ears. #votebluetoendthisnightmare #voteblue2020,FAVOR,neg
143,Joe Biden,"the nation watched last night as joe biden managed for the most part to not fall asleep, completely lose his train of thought or declare that millions of americans have died from coronavirus. HTTP",AGAINST,neg
144,Joe Biden,"enjoying all the republicans crapping on trump right now 
#dnc2020 #dncconvention",NONE,pos
145,Joe Biden,"joe biden could drop his pants on 5th avenue , deficate and i'm still voting biden 2020",FAVOR,other
146,Joe Biden,@USER @USER @USER the fringe-right #maga crowd is in full frantic mode with their disinformation campaign of just flat out lies and deliberately misleading narratives. that should tell the american people one thing: they know that the truth won't help trump beat biden. all they have left is lies.,FAVOR,neg
147,Joe Biden,"@USER @USER #maga embraces this lack of logic. they love violence as much as they love trump. maybe more! trump’s determined to kill as many of us as it takes to win.

do any of us even have guns? seems we may need them.",NONE,neg
148,Joe Biden,"i support trump because....
1.  i stand by our constitution.
2. i stand by african americans.
3. i stand by our military and police.
4. i stand by freedom.
and last but not least....
5. i abhore child abuse! 
#trump2020 #draintheswamp 
#wwg1wga",AGAINST,pos
149,Joe Biden,"elizabeth warren has announced 6 ""first things i'll do when i'm elected president"" tonight #demdebate HTTP",NONE,other
150,Joe Biden,bloomberg is speaking the truth - i would never re-hire someone with donald’s record over the past four years. america shouldn’t either. #demconvention #dncconvention2020 #bloomberg #votebidenharris2020,FAVOR,neg
151,Joe Biden,biden next to bernie🤢🤢🤢biden next to trump😏😏😏,NONE,other
152,Joe Biden,@USER good try sleepy joe.. it’s the radical leftist which is your party! #trumppence2020 #democratsareevil #democratsaredestroyingamerica #redwave2020 #trumplovesamerica #democratshateamerica #trump2020 ♥️🤍💙,AGAINST,neg
153,Joe Biden,"@USER their plan doesn’t even include biden. he is their trojan horse, and they’re not even trying to hide it anymore!",AGAINST,neg
154,Joe Biden,"@USER you put your re-election in jepardy with your support of #redflaglaws, #statue removal, &amp; being a cuckservative for israel's #endlesswars. #obama just saw blood in the water. #maga ##kag",NONE,neg
155,Joe Biden,"pennsylvania - vp pence and his personal attachment to police.  67 violent days in portland. operation legend. 
HTTP
#vppence #trump2024 #kag2020 #operationlegend #lawenforcement #joebiden",NONE,other
156,Joe Biden,a powerful uplifting video  of black americans perfectly describing their support for president trump and defining blm. outstanding young men. #trump2020 HTTP,AGAINST,pos
157,Joe Biden,y'all saw this dude speaking at #rnc2020? i was almost inspired by his story! HTTP,NONE,pos
158,Joe Biden,"without trump as a counterweight, wondering if this and other debates would be more civil? feels like trump’s anger has leeched across the aisle. and that is something the democratic party must own. not trump #demdebate HTTP",NONE,neg
159,Joe Biden,"@USER trump is not fit to lead, and last night put the nail into the coffin of his failed presidency",FAVOR,neg
160,Joe Biden,"@USER a career politician like @USER talking about ""too many lies.""  lol   that's rich.

#walkaway 
#trump2020",AGAINST,neg
161,Joe Biden,a person’s policies and ability to implement them are more important than any gender or marginalized identity. i want women and lgbtq+ people and black and brown people leading but only if they have good politics and values. #demdebate,NONE,pos
162,Joe Biden,".@USER flatly rejected the accusation that he told @USER in 2018 a woman could not be elected president. 

""how could anybody in a million years not believe that a woman could become president of the united states?""

HTTP

#demdebate",NONE,neg
163,Joe Biden,after last night’s #masen debate and tonight’s #demdebate i couldn’t be  prouder of @USER and @USER HTTP,NONE,pos
164,Joe Biden,@USER @USER @USER @USER i would absolutely get in. #trump2020,NONE,pos
165,Joe Biden,"interesting that the fake media obly now starts to call for an end to the  riots because they know it's hurting democrats &amp; all of his sudden the governor of wisconsin requests help from pres trump
 it's just politics to them
#maga
#keepamericagreat 
#trump2020 
#rnc2020",AGAINST,neg
166,Joe Biden,and your wages will be even lower. #demdebate,NONE,neg
167,Joe Biden,"when your country’s medical system is so amazing that you will lock someone up in a callous dingy ward for contemplating suicide then let them out in time to give them a bankrupting amount of debt while they’re still vulnerable.
#maga
#healthcareforall HTTP",NONE,neg
168,Joe Biden,"@USER @USER so hogan, does this mean trump will stop fighting to eliminate pre-existing condition protection in court? i didn't think so. trump/gop need to go for the sake of america. #voteblue",FAVOR,neg
169,Joe Biden,@USER you are delusional ! #trump2020,AGAINST,neg
170,Joe Biden,"democrats supporting bloomberg practically have the receipts tattooed on their foreheads.

#paidinfull #bloomberg #demdebate #democraticdebate #democrats",NONE,neg
171,Joe Biden,@USER glad he has nothing more pressing to attend to  ... we need a chief executive and team who will work hard on behalf of the american people - not one who tweets and tvs all day. so #wewillvote and we will #voteblue from the top to the bottom of the ballot! #bidenharris2020,FAVOR,pos
172,Joe Biden,"@USER ur the last person who believes in prayer. the art of the deception.

🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
god bless america

drain the swamp
dump @USER

so help us god!
🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸

#dsdt2020 #maga2020
#kag2020 #bebest #unhinged #2020election #americafirst #berniesurge #coronavirus",AGAINST,pos
173,Joe Biden,"listen to joe: free healthcare, universal childcare, bailing out working class citizens.

it's amazing that it takes a global pandemic to get moderates to embrace progressive policies. #demdebate",FAVOR,other
174,Joe Biden,on another note biden is also extremely painful to listen to and did he really just call amy barrett a fine person? i can’t do this,AGAINST,neg
175,Joe Biden,putting the words “black and brown communities” in your answer doesn’t make your policies intersectional #demdebate,NONE,neg
176,Joe Biden,time to petition to sue twitter for its blatant attack on conservatives #1a and its liberal brainwashing tactics on the american people.  #maga @USER @USER @USER #2a #vets @USER #draintheswamp #demoncrats,AGAINST,neg
177,Joe Biden,@USER no thanks!  i will vote for donald j. trump!!!  #youaintblack #trump2020,AGAINST,pos
178,Joe Biden,"@USER meanwhile, good, kind and brave police officers are endorsing #trump2020 

#bluelivesmatter #alllivesmatter 
#kungflu
#saveourchildren
#savethechildren HTTP",NONE,pos
179,Joe Biden,"trump better win 2020. the world depends on it.
#trump2020  #bidenharris2020 #biden",AGAINST,pos
180,Joe Biden,@USER thank you for saying it at loud 🇺🇸✊🏻 #votebluetosaveamerica #votebidenharris2020 #votegopout,FAVOR,pos
